,majorGroup,scientificName,kingdomName,image_inaturalist,licence,assessmentId,internalTaxonId,phylumName,orderName,className,familyName,genusName,speciesName,authority,redlistCategory,populationTrend,scopes
835,Amphibians,Ichthyophis orthoplicatus,ANIMALIA,https://www.inaturalist.org/photos/91494943,"(c) Sanjaya Kanishka, some rights reserved (CC BY-NC)",156587273,59628,CHORDATA,GYMNOPHIONA,AMPHIBIA,ICHTHYOPHIIDAE,Ichthyophis,orthoplicatus,"Taylor, 1965",Endangered,Decreasing,Global
836,Amphibians,Macrogenioglottus alipioi,ANIMALIA,https://www.inaturalist.org/photos/65687169,"(c) Marco Silva, some rights reserved (CC BY-NC)",11580779,57178,CHORDATA,ANURA,AMPHIBIA,ODONTOPHRYNIDAE,Macrogenioglottus,alipioi,"Carvalho, 1946",Least Concern,Stable,Global
837,Amphibians,Cryptobatrachus ruthveni,ANIMALIA,https://www.inaturalist.org/photos/29230251,"(c) phorusrhacoslongissimus, some rights reserved (CC BY-NC)",85907862,78459148,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Cryptobatrachus,ruthveni,"Lynch, 2008 ",Endangered,Unknown,Global
838,Amphibians,Lankanectes pera,ANIMALIA,https://www.inaturalist.org/photos/51015112,"(c) Sanjaya Kanishka, some rights reserved (CC BY-NC)",164032396,163971035,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Lankanectes,pera,"Senevirathne, Samarawickrama, Wijayathilaka, Manamendra-Arachchi, Bowatte, Samarawickrama, &amp; Meegaskumbura, 2018",Critically Endangered,Decreasing,Global
839,Amphibians,Pelobates varaldii,ANIMALIA,https://www.inaturalist.org/photos/42983,"(c) moroccoherps, some rights reserved (CC BY-NC-SA)",11723994,58054,CHORDATA,ANURA,AMPHIBIA,PELOBATIDAE,Pelobates,varaldii,"Pasteur &amp; Bons, 1959",Endangered,Decreasing,Global
840,Amphibians,Philoria sphagnicolus,ANIMALIA,https://www.inaturalist.org/photos/168314068,"(c) Ollie Scully, some rights reserved (CC BY-NC)",11128480,54355,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Philoria,sphagnicolus,"(Moore, 1958)",Endangered,Decreasing,Global
841,Amphibians,Necturus lewisi,ANIMALIA,https://www.inaturalist.org/photos/109678426,"(c) Jake Scott, some rights reserved (CC BY-NC)",11940982,59432,CHORDATA,CAUDATA,AMPHIBIA,PROTEIDAE,Necturus,lewisi,"Brimley, 1924",Near Threatened,Decreasing,Global
842,Amphibians,Batrachuperus pinchonii,ANIMALIA,https://www.inaturalist.org/photos/166255855,"(c) ???, some rights reserved (CC BY-NC)",11868223,59085,CHORDATA,CAUDATA,AMPHIBIA,HYNOBIIDAE,Batrachuperus,pinchonii,"(David, 1872)",Vulnerable,Decreasing,Global
843,Amphibians,Pelodytes punctatus,ANIMALIA,https://www.inaturalist.org/photos/54067715,"(c) Mina Zaki, some rights reserved (CC BY-NC)",89703261,173111497,CHORDATA,ANURA,AMPHIBIA,PELODYTIDAE,Pelodytes,punctatus,"(Daudin, 1802)",Least Concern,Decreasing,Global
844,Amphibians,Alcalus baluensis,ANIMALIA,https://www.inaturalist.org/photos/39097647,"(c) Leonid A. Neymark, some rights reserved (CC BY-NC)",175776167,79935161,CHORDATA,ANURA,AMPHIBIA,CERATOBATRACHIDAE,Alcalus,baluensis,"(Boulenger, 1896)",Least Concern,Decreasing,Global
845,Amphibians,Allobates femoralis,ANIMALIA,https://www.inaturalist.org/photos/216493241,"(c) penterd, some rights reserved (CC BY-NC)",11244330,55038,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Allobates,femoralis,"(Boulenger, 1884)",Least Concern,Stable,Global
846,Amphibians,Discoglossus scovazzi,ANIMALIA,https://www.inaturalist.org/photos/35149,"(c) moroccoherps, some rights reserved (CC BY-NC-SA)",11266253,55272,CHORDATA,ANURA,AMPHIBIA,ALYTIDAE,Discoglossus,scovazzi,"Camerano, 1878",Least Concern,Stable,Global
847,Amphibians,Cycloramphus acangatan,ANIMALIA,https://www.inaturalist.org/photos/4760684,"(c) cauerreis, some rights reserved (CC BY-NC)",12557876,61805,CHORDATA,ANURA,AMPHIBIA,CYCLORAMPHIDAE,Cycloramphus,acangatan,"Verdade &amp; Rodrigues, 2003",Vulnerable,Stable,Global
848,Amphibians,Ceratophrys stolzmanni,ANIMALIA,https://www.inaturalist.org/photos/25827358,"(c) Andrea Gonz·lez, some rights reserved (CC BY-NC)",89204905,56341,CHORDATA,ANURA,AMPHIBIA,CERATOPHRYIDAE,Ceratophrys,stolzmanni,"Steindachner, 1882",Vulnerable,Decreasing,Global
849,Amphibians,Alsodes igneus,ANIMALIA,https://www.inaturalist.org/photos/88200135,"(c) Matias Fritz, some rights reserved (CC BY-NC)",175788081,61800,CHORDATA,ANURA,AMPHIBIA,ALSODIDAE,Alsodes,igneus,"Cuevas &amp; Formas, 2005",Vulnerable,Decreasing,Global
850,Amphibians,Nasikabatrachus sahyadrensis,ANIMALIA,https://www.inaturalist.org/photos/91116329,"(c) David Raju, some rights reserved (CC BY-NC)",11722468,58051,CHORDATA,ANURA,AMPHIBIA,NASIKABATRACHIDAE,Nasikabatrachus,sahyadrensis,"Biju &amp; Bossuyt, 2003",Endangered,Decreasing,Global
851,Amphibians,Indirana beddomii,ANIMALIA,https://www.inaturalist.org/photos/40859475,"(c) Vijay Vanaparthy, some rights reserved (CC BY)",11761967,58307,CHORDATA,ANURA,AMPHIBIA,RANIXALIDAE,Indirana,beddomii,"(G√ºnther, 1876)",Least Concern,Decreasing,Global
852,Amphibians,Micrixalus phyllophilus,ANIMALIA,https://www.inaturalist.org/photos/91116100,"(c) David Raju, some rights reserved (CC BY-NC)",11764202,58383,CHORDATA,ANURA,AMPHIBIA,MICRIXALIDAE,Micrixalus,phyllophilus,"(Jerdon, 1853)",Vulnerable,Decreasing,Global
853,Amphibians,Scaphiopus couchii,ANIMALIA,https://www.inaturalist.org/photos/218106446,"(c) James Bailey, some rights reserved (CC BY-NC)",11874119,59041,CHORDATA,ANURA,AMPHIBIA,SCAPHIOPODIDAE,Scaphiopus,couchii,"Baird, 1854",Least Concern,Stable,Global
854,Amphibians,Amphiuma pholeter,ANIMALIA,https://www.inaturalist.org/photos/28125783,"(c) Jake Scott, some rights reserved (CC BY-NC)",11879577,59075,CHORDATA,CAUDATA,AMPHIBIA,AMPHIUMIDAE,Amphiuma,pholeter,"Neill, 1964",Near Threatened,Decreasing,Global
855,Amphibians,Siren intermedia,ANIMALIA,https://www.inaturalist.org/photos/174611945,"(c) Jake Scott, some rights reserved (CC BY-NC)",11936674,59491,CHORDATA,CAUDATA,AMPHIBIA,SIRENIDAE,Siren,intermedia,"Barnes, 1826",Least Concern,Unknown,Global
856,Amphibians,Rhyacotriton kezeri,ANIMALIA,https://www.inaturalist.org/photos/177356380,"(c) Jonathan Hakim, some rights reserved (CC BY-NC)",11941421,59436,CHORDATA,CAUDATA,AMPHIBIA,RHYACOTRITONIDAE,Rhyacotriton,kezeri,"Good and Wake, 1992",Near Threatened,Stable,Global
857,Amphibians,Caecilia tentaculata,ANIMALIA,https://www.inaturalist.org/photos/607736,"(c) Triplefin Expeditions, some rights reserved (CC BY-NC-ND)",11958955,59530,CHORDATA,GYMNOPHIONA,AMPHIBIA,CAECILIIDAE,Caecilia,tentaculata,"Linnaeus, 1758",Least Concern,Unknown,Global
858,Amphibians,Microcaecilia pricei,ANIMALIA,https://www.inaturalist.org/photos/15668856,"(c) Daniel V·squez-Restrepo, some rights reserved (CC BY-NC)",85909346,59588,CHORDATA,GYMNOPHIONA,AMPHIBIA,SIPHONOPIDAE,Microcaecilia,pricei,"(Dunn, 1944)",Least Concern,Unknown,Global
859,Amphibians,Typhlonectes natans,ANIMALIA,https://www.inaturalist.org/photos/96447000,"(c) Charles Peterson, some rights reserved (CC BY-NC-ND)",85909110,59601,CHORDATA,GYMNOPHIONA,AMPHIBIA,TYPHLONECTIDAE,Typhlonectes,natans,"(Fischer, 1880)",Least Concern,Stable,Global
860,Amphibians,Allophryne ruthveni,ANIMALIA,https://www.inaturalist.org/photos/168897430,"(c) SÈbastien SANT, some rights reserved (CC BY-NC)",11965583,59659,CHORDATA,ANURA,AMPHIBIA,ALLOPHRYNIDAE,Allophryne,ruthveni,"Gaige, 1926",Least Concern,Decreasing,Global
861,Amphibians,Uraeotyphlus interruptus,ANIMALIA,https://www.inaturalist.org/photos/53179169,"(c) Ashwin Viswanathan, some rights reserved (CC BY)",11976510,59654,CHORDATA,GYMNOPHIONA,AMPHIBIA,ICHTHYOPHIIDAE,Uraeotyphlus,interruptus,"Pillai &amp; Ravichandran, 1999",Data Deficient,Unknown,Global
862,Amphibians,Rhinatrema bivittatum,ANIMALIA,https://www.inaturalist.org/photos/81515218,"(c) SÈbastien SANT, some rights reserved (CC BY-NC)",11975672,59647,CHORDATA,GYMNOPHIONA,AMPHIBIA,RHINATREMATIDAE,Rhinatrema,bivittatum,"(Gu√©rin-M√©neville, 1829)",Least Concern,Unknown,Global
863,Amphibians,Boulengerula boulengeri,ANIMALIA,https://www.inaturalist.org/photos/34377137,"(c) Lorenzo Vinciguerra, some rights reserved (CC BY-NC)",16943488,59494,CHORDATA,GYMNOPHIONA,AMPHIBIA,HERPELIDAE,Boulengerula,boulengeri,"Tornier, 1898",Least Concern,Stable,Global
864,Amphibians,Sechellophryne gardineri,ANIMALIA,https://www.inaturalist.org/photos/62953195,"(c) Claude Kolwelter, some rights reserved (CC BY)",15181011,20380,CHORDATA,ANURA,AMPHIBIA,SOOGLOSSIDAE,Sechellophryne,gardineri,"(Boulenger, 1911)",Endangered,Decreasing,Global
865,Amphibians,Odontobatrachus natator,ANIMALIA,https://www.inaturalist.org/photos/30697581,"(c) Michael F. Barej et al, some rights reserved (CC BY)",16927936,89114149,CHORDATA,ANURA,AMPHIBIA,ODONTOBATRACHIDAE,Odontobatrachus,natator,"(Boulenger, 1905)",Least Concern,Decreasing,Global
866,Amphibians,Scolecomorphus kirkii,ANIMALIA,https://www.inaturalist.org/photos/237309523,"(c) Yusuph Wilangali, some rights reserved (CC BY-NC)",16944395,59651,CHORDATA,GYMNOPHIONA,AMPHIBIA,SCOLECOMORPHIDAE,Scolecomorphus,kirkii,"Boulenger, 1883",Least Concern,Unknown,Global
867,Amphibians,Gymnopis multiplicata,ANIMALIA,https://www.inaturalist.org/photos/111235203,"(c) Eric van den Berghe, some rights reserved (CC BY-NC)",54356308,59562,CHORDATA,GYMNOPHIONA,AMPHIBIA,DERMOPHIIDAE,Gymnopis,multiplicata,"Peters, 1874",Least Concern,Decreasing,Global
868,Amphibians,Conraua crassipes,ANIMALIA,https://www.inaturalist.org/photos/187141897,Public Domain,18390907,58252,CHORDATA,ANURA,AMPHIBIA,CONRAUIDAE,Conraua,crassipes,"(Buchholz &amp; Peters in Peters, 1875)",Least Concern,Decreasing,Global
869,Amphibians,Rhinophrynus dorsalis,ANIMALIA,https://www.inaturalist.org/photos/44296768,"(c) Alejandro Calzada, some rights reserved (CC BY-NC)",53972326,59040,CHORDATA,ANURA,AMPHIBIA,RHINOPHRYNIDAE,Rhinophrynus,dorsalis,"Dum√©ril &amp; Bibron, 1841",Least Concern,Stable,Global
870,Amphibians,Ascaphus truei,ANIMALIA,https://www.inaturalist.org/photos/5710720,"(c) Tony Iwane, some rights reserved (CC BY-NC)",78905810,54414,CHORDATA,ANURA,AMPHIBIA,ASCAPHIDAE,Ascaphus,truei,"Stejneger, 1899",Least Concern,Unknown,Global
871,Amphibians,Leiopelma archeyi,ANIMALIA,https://www.inaturalist.org/photos/6095001,"(c) Sara Smerdon, some rights reserved (CC BY-NC)",66654575,11450,CHORDATA,ANURA,AMPHIBIA,LEIOPELMATIDAE,Leiopelma,archeyi,"Turbott, 1942",Critically Endangered,Stable,Global
872,Amphibians,Hylorina sylvatica,ANIMALIA,https://www.inaturalist.org/photos/160704294,"(c) marcelobonino, some rights reserved (CC BY-NC)",79812981,57104,CHORDATA,ANURA,AMPHIBIA,BATRACHYLIDAE,Hylorina,sylvatica,"Bell, 1843",Least Concern,Decreasing,Global
873,Amphibians,Rhinoderma darwinii,ANIMALIA,https://www.inaturalist.org/photos/105185503,"(c) MatiasG, some rights reserved (CC BY-NC)",79809372,19513,CHORDATA,ANURA,AMPHIBIA,RHINODERMATIDAE,Rhinoderma,darwinii,"Dum√©ril &amp; Bibron, 1841",Endangered,Decreasing,Global
874,Amphibians,Calyptocephalella gayi,ANIMALIA,https://www.inaturalist.org/photos/97638276,"(c) Claudio Reyes-Olivares, some rights reserved (CC BY-NC)",85633603,4055,CHORDATA,ANURA,AMPHIBIA,CALYPTOCEPHALELLIDAE,Calyptocephalella,gayi,"(Dum√©ril &amp; Bibron, 1841)",Vulnerable,Decreasing,Global
875,Amphibians,Litoria burrowsi,ANIMALIA,https://www.inaturalist.org/photos/166388289,"(c) Keith Martin-Smith, some rights reserved (CC BY-NC)",10384639,41081,CHORDATA,ANURA,AMPHIBIA,PELODRYADIDAE,Litoria,burrowsi,"(Scott, 1942)",Least Concern,Stable,Global
876,Amphibians,Bombina bombina,ANIMALIA,https://www.inaturalist.org/photos/179636030,"(c) Viktor Parkhomenko, some rights reserved (CC BY-NC)",9489517,2865,CHORDATA,ANURA,AMPHIBIA,BOMBINATORIDAE,Bombina,bombina,"(Linnaeus, 1761)",Least Concern,Decreasing,Global
877,Amphibians,Adelophryne maranguapensis,ANIMALIA,https://www.inaturalist.org/photos/176369946,"(c) Bruno Guilhon, some rights reserved (CC BY-NC)",11452757,56302,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Adelophryne,maranguapensis,"Hoogmoed, Borges &amp; Cascon, 1994",Endangered,Decreasing,Global
878,Amphibians,Petropedetes parkeri,ANIMALIA,https://www.inaturalist.org/photos/92717506,"(c) Bernard DUPONT, some rights reserved (CC BY-SA)",18391183,48150057,CHORDATA,ANURA,AMPHIBIA,PETROPEDETIDAE,Petropedetes,parkeri,"Amiet, 1983",Data Deficient,Decreasing,Global
879,Amphibians,Oscaecilia ochrocephala,ANIMALIA,https://www.inaturalist.org/photos/1743457,"(c) Brian Gratwicke, some rights reserved (CC BY)",54356546,59583,CHORDATA,GYMNOPHIONA,AMPHIBIA,CAECILIIDAE,Oscaecilia,ochrocephala,"(Cope, 1866)",Least Concern,Unknown,Global
880,Amphibians,Spea intermontana,ANIMALIA,https://www.inaturalist.org/photos/220872126,"(c) Grigory Heaton, some rights reserved (CC BY-NC)",78908125,59046,CHORDATA,ANURA,AMPHIBIA,SCAPHIOPODIDAE,Spea,intermontana,"(Cope, 1883)",Least Concern,Stable,Global
881,Amphibians,Fritziana goeldii,ANIMALIA,https://www.inaturalist.org/photos/239104054,"(c) Henry Miller Alexandre, some rights reserved (CC BY-NC)",11290848,55317,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Fritziana,goeldii,"(Boulenger, 1895)",Least Concern,Stable,Global
882,Amphibians,Megophrys gigantica,ANIMALIA,https://www.inaturalist.org/photos/215946697,"(c) Lu Chen, some rights reserved (CC BY-NC)",11667811,57637,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,gigantica,"Liu, Hu &amp; Yang, 1960",Vulnerable,Decreasing,Global
883,Amphibians,Gegeneophis danieli,ANIMALIA,https://www.inaturalist.org/photos/88843556,"(c) Kedar, some rights reserved (CC BY-NC)",11962375,59550,CHORDATA,GYMNOPHIONA,AMPHIBIA,INDOTYPHLIDAE,Gegeneophis,danieli,"Giri, Wilkinson &amp; Gower, 2003",Data Deficient,Unknown,Global
884,Amphibians,Brachycephalus didactylus,ANIMALIA,https://www.inaturalist.org/photos/64511256,"(c) Diogo Luiz, some rights reserved (CC BY-SA)",11148997,54452,CHORDATA,ANURA,AMPHIBIA,BRACHYCEPHALIDAE,Brachycephalus,didactylus,"(Izecksohn, 1971)",Least Concern,Decreasing,Global
885,Amphibians,Ixalotriton niger,ANIMALIA,https://www.inaturalist.org/photos/61550484,"(c) Wouter Beukema, some rights reserved (CC BY-NC)",176774119,59287,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Ixalotriton,niger,"Wake &amp; Johnson, 1989",Endangered,Decreasing,Global
886,Amphibians,Nyctibatrachus beddomii,ANIMALIA,https://www.inaturalist.org/photos/152730880,"(c) Ansil B. R., some rights reserved (CC BY)",11767424,58396,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,beddomii,"(Boulenger, 1882)",Endangered,Decreasing,Global
887,Amphibians,Strabomantis necopinus,ANIMALIA,https://www.inaturalist.org/photos/9815012,"(c) freddy, some rights reserved (CC BY-NC)",85867299,56786,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Strabomantis,necopinus,"(Lynch, 1997)",Vulnerable,Decreasing,Global
888,Amphibians,Assa darlingtoni,ANIMALIA,https://www.inaturalist.org/photos/230784554,"(c) indrabone, some rights reserved (CC BY-NC)",10403727,41130,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Assa,darlingtoni,"(Loveridge, 1933)",Least Concern,Stable,Global
889,Amphibians,Nidirana pleuraden,ANIMALIA,https://www.inaturalist.org/photos/159770229,"(c) wuyuxuan, some rights reserved (CC BY-NC)",63867379,58698,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Nidirana,pleuraden,"(Boulenger, 1904)",Least Concern,Decreasing,Global
890,Amphibians,Ranodon sibiricus,ANIMALIA,https://www.inaturalist.org/photos/24571409,"(c) AmaÎl BorzÈe, some rights reserved (CC BY-NC)",8851144,19304,CHORDATA,CAUDATA,AMPHIBIA,HYNOBIIDAE,Ranodon,sibiricus,"Kessler, 1866",Endangered,Decreasing,Global
891,Amphibians,Aubria subsigillata,ANIMALIA,https://www.inaturalist.org/photos/164368007,"(c) Vincent Romera, some rights reserved (CC BY-NC)",18403999,58233,CHORDATA,ANURA,AMPHIBIA,PYXICEPHALIDAE,Aubria,subsigillata,"(Dum√©ril, 1856)",Least Concern,Unknown,Global
892,Amphibians,Luetkenotyphlus brasiliensis,ANIMALIA,https://www.inaturalist.org/photos/177554069,"(c) Marco Aurelio de Sena, some rights reserved (CC BY-NC)",11964201,59569,CHORDATA,GYMNOPHIONA,AMPHIBIA,SIPHONOPIDAE,Luetkenotyphlus,brasiliensis,"(L√ºtken, 1851)",Data Deficient,Unknown,Global
893,Amphibians,Heleioporus barycragus,ANIMALIA,https://www.inaturalist.org/photos/16116187,"(c) Ry Beaver, some rights reserved (CC BY-NC)",10406210,41149,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Heleioporus,barycragus,"Lee, 1967",Least Concern,Stable,Global
894,Amphibians,Mantella baroni,ANIMALIA,https://www.inaturalist.org/photos/188718578,Public Domain,84165831,57438,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Mantella,baroni,"Boulenger, 1888",Least Concern,Unknown,Global
895,Amphibians,Osornophryne guacamayo,ANIMALIA,https://www.inaturalist.org/photos/54338683,"(c) Josh Vandermeulen, some rights reserved (CC BY-NC-ND)",11202715,54857,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Osornophryne,guacamayo,"Hoogmoed, 1987",Endangered,Decreasing,Global
896,Amphibians,Platymantis biak,ANIMALIA,https://www.inaturalist.org/photos/57894561,"(c) Cristian Lucanas, some rights reserved (CC BY-NC)",42862915,42862906,CHORDATA,ANURA,AMPHIBIA,CERATOBATRACHIDAE,Platymantis,biak,"Siler, Diesmos, Linkem, Diesmos &amp; Brown, 2010",Near Threatened,Unknown,Global
897,Amphibians,Epicrionops bicolor,ANIMALIA,https://www.inaturalist.org/photos/73253209,"(c) Christophe Pellet, some rights reserved (CC BY-NC)",85905497,59639,CHORDATA,GYMNOPHIONA,AMPHIBIA,RHINATREMATIDAE,Epicrionops,bicolor,"Boulenger, 1883",Least Concern,Unknown,Global
898,Amphibians,Dicamptodon copei,ANIMALIA,https://www.inaturalist.org/photos/30749923,"(c) Jonathan Hakim, some rights reserved (CC BY-NC)",11866541,59079,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Dicamptodon,copei,"Nussbaum, 1970",Least Concern,Stable,Global
899,Amphibians,Hildebrandtia ornata,ANIMALIA,https://www.inaturalist.org/photos/78921734,"(c) Bart Wursten, some rights reserved (CC BY-NC)",3068268,58296,CHORDATA,ANURA,AMPHIBIA,PTYCHADENIDAE,Hildebrandtia,ornata,"(Peters, 1876)",Least Concern,Unknown,Global
900,Amphibians,Bromeliohyla bromeliacia,ANIMALIA,https://www.inaturalist.org/photos/119150831,"(c) Josue Ramos Galdamez, some rights reserved (CC BY-NC)",146928046,55422,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Bromeliohyla,bromeliacia,"(Schmidt, 1933)",Least Concern,Decreasing,Global
901,Amphibians,Opisthothylax immaculatus,ANIMALIA,https://www.inaturalist.org/photos/188003584,Public Domain,18364947,56290,CHORDATA,ANURA,AMPHIBIA,HYPEROLIIDAE,Opisthothylax,immaculatus,"(Boulenger, 1903)",Least Concern,Unknown,Global
902,Amphibians,Thoropa megatympanum,ANIMALIA,https://www.inaturalist.org/photos/166864780,"(c) a_f_r, some rights reserved (CC BY-NC)",11628013,57370,CHORDATA,ANURA,AMPHIBIA,CYCLORAMPHIDAE,Thoropa,megatympanum,"Caramaschi and Sazima, 1984",Least Concern,Stable,Global
903,Amphibians,Salamandrina perspicillata,ANIMALIA,https://www.inaturalist.org/photos/111515173,"(c) Sandra Rosselli, some rights reserved (CC BY-NC)",4248006,136135,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Salamandrina,perspicillata,"(Savi, 1821)",Least Concern,Stable,Global & Europe
904,Amphibians,Gracixalus gracilipes,ANIMALIA,https://www.inaturalist.org/photos/147476001,"(c) Lu Chen, some rights reserved (CC BY-NC)",11849305,58848,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Gracixalus,gracilipes,"(Bourret, 1937)",Least Concern,Decreasing,Global
905,Amphibians,Edalorhina perezi,ANIMALIA,https://www.inaturalist.org/photos/56404199,"(c) Karl Kroeker, some rights reserved (CC BY-NC)",11458591,56385,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Edalorhina,perezi,"Jim√©nez de la Espada, 1870",Least Concern,Stable,Global
906,Amphibians,Ichthyophis sikkimensis,ANIMALIA,https://www.inaturalist.org/photos/5226954,"(c) Subhajit Roy, some rights reserved (CC BY-NC-ND)",11973397,59632,CHORDATA,GYMNOPHIONA,AMPHIBIA,ICHTHYOPHIIDAE,Ichthyophis,sikkimensis,"Taylor, 1960",Data Deficient,Unknown,Global
907,Amphibians,Andrias japonicus,ANIMALIA,https://www.inaturalist.org/photos/104519112,"(c) Sebastian Voitel, some rights reserved (CC BY-NC-SA)",3376261,1273,CHORDATA,CAUDATA,AMPHIBIA,CRYPTOBRANCHIDAE,Andrias,japonicus,"(Temminck, 1836)",Near Threatened,Decreasing,Global
908,Amphibians,Mannophryne herminae,ANIMALIA,https://www.inaturalist.org/photos/59207293,"(c) Oswaldo Hern·ndez, some rights reserved (CC BY-NC)",79080042,79080275,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Mannophryne,herminae,"(Boettger, 1893)",Near Threatened,Stable,Global
909,Amphibians,Insuetophrynus acarpicus,ANIMALIA,https://www.inaturalist.org/photos/213789768,"(c) Dalila Parraguez, some rights reserved (CC BY-NC)",79809262,10832,CHORDATA,ANURA,AMPHIBIA,RHINODERMATIDAE,Insuetophrynus,acarpicus,"Barrio, 1970",Endangered,Decreasing,Global
910,Amphibians,Cruziohyla sylviae,ANIMALIA,https://www.inaturalist.org/photos/25159719,"(c) andrew_gray, some rights reserved (CC BY-NC)",151921411,151594796,CHORDATA,ANURA,AMPHIBIA,PHYLLOMEDUSIDAE,Cruziohyla,sylviae,"Gray, 2018",Least Concern,Decreasing,Global
911,Amphibians,Limnomedusa macroglossa,ANIMALIA,https://www.inaturalist.org/photos/189020488,"(c) Alyssa, some rights reserved (CC BY-NC)",11580028,57176,CHORDATA,ANURA,AMPHIBIA,ALSODIDAE,Limnomedusa,macroglossa,"(Dum√©ril &amp; Bibron, 1841)",Least Concern,Stable,Global
912,Amphibians,Cardioglossa occidentalis,ANIMALIA,https://www.inaturalist.org/photos/586701,"(c) Natalie Weber, some rights reserved (CC BY-NC)",76317888,76317566,CHORDATA,ANURA,AMPHIBIA,ARTHROLEPTIDAE,Cardioglossa,occidentalis,"Blackburn, Kosuch, Schmitz, Burger, Wagner, Gonwouo, Hillers & R√∂del, 2008",Least Concern,Decreasing,Global
913,Amphibians,Cochranella resplendens,ANIMALIA,https://www.inaturalist.org/photos/209746128,"(c) Ross Maynard, some rights reserved (CC BY-NC)",54458254,54985,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Cochranella,resplendens,"(Lynch &amp; Duellman, 1973)",Least Concern,Unknown,Global
914,Amphibians,Schistometopum thomense,ANIMALIA,https://www.inaturalist.org/photos/96192876,Public Domain,16958403,59592,CHORDATA,GYMNOPHIONA,AMPHIBIA,DERMOPHIIDAE,Schistometopum,thomense,"(Bocage, 1873)",Least Concern,Unknown,Global
915,Amphibians,Odontophrynus americanus,ANIMALIA,https://www.inaturalist.org/photos/221217708,"(c) Alfredo Sabaliauskas, some rights reserved (CC BY-NC)",86441009,57186,CHORDATA,ANURA,AMPHIBIA,ODONTOPHRYNIDAE,Odontophrynus,americanus,"(Dum√©ril &amp; Bibron, 1841)",Least Concern,Stable,Global
916,Amphibians,Hamptophryne boliviana,ANIMALIA,https://www.inaturalist.org/photos/97716111,"(c) dhfischer, some rights reserved (CC BY-NC)",11688802,57821,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Hamptophryne,boliviana,"(Parker, 1927)",Least Concern,Stable,Global
917,Amphibians,Lepidobatrachus llanensis,ANIMALIA,https://www.inaturalist.org/photos/112141408,"(c) cindygaleano, some rights reserved (CC BY-NC)",11581665,57112,CHORDATA,ANURA,AMPHIBIA,CERATOPHRYIDAE,Lepidobatrachus,llanensis,"Reig and Cei, 1963",Least Concern,Decreasing,Global
918,Amphibians,Crossodactylus trachystomus,ANIMALIA,https://www.inaturalist.org/photos/31417459,"(c) Lucas Pousa, some rights reserved (CC BY-NC)",11451810,56356,CHORDATA,ANURA,AMPHIBIA,HYLODIDAE,Crossodactylus,trachystomus,"(Reinhardt &amp; L√ºtken, 1862)",Data Deficient,Decreasing,Global
919,Amphibians,Proteus anguinus,ANIMALIA,https://www.inaturalist.org/photos/22614221,"(c) Markus Dˆring, some rights reserved (CC BY-NC)",8173419,18377,CHORDATA,CAUDATA,AMPHIBIA,PROTEIDAE,Proteus,anguinus,"Laurenti, 1768",Vulnerable,Decreasing,Global & Europe
920,Amphibians,Balebreviceps hillmani,ANIMALIA,https://www.inaturalist.org/photos/2168213,"(c) michelemenegon, some rights reserved (CC BY-NC)",16948437,57703,CHORDATA,ANURA,AMPHIBIA,BREVICIPITIDAE,Balebreviceps,hillmani,"Largen &amp; Drewes, 1989",Critically Endangered,Decreasing,Global
921,Amphibians,Hymenochirus boettgeri,ANIMALIA,https://www.inaturalist.org/photos/87896416,Public Domain,18396612,58154,CHORDATA,ANURA,AMPHIBIA,PIPIDAE,Hymenochirus,boettgeri,"(Tornier, 1897)",Least Concern,Unknown,Global
922,Amphibians,Minervarya sahyadris,ANIMALIA,https://www.inaturalist.org/photos/128149506,"(c) OnePlanet, some rights reserved (CC BY)",11765308,58388,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Minervarya,sahyadris,"Dubois, Ohler &amp; Biju, 2001",Endangered,Decreasing,Global
